,source_id_lattes,target_id_lattes,academic_degree,start_year,conclusion_year,course,institution,thesis,major_area,area
941033,3097395499530969,9689037226307457,mestrado,2003.0,2006,ciências sociais aplicadas,universidade estadual de ponta grossa,a contribuição da governança para a competitividade sistêmica no segmento de frango de corte um estudo na cooperativa agroindustrial consolata copacol,,
660695,3673672746108015,1287755046906925,mestrado,2008.0,2010,engenharia civil,universidade federal de pernambuco,estudos hidrológicos em microbacias com diferentes usos do solo na sub bacia do alto natuba pe,engenharias,
276284,10065221,6021659168212326,mestrado,2001.0,2002,letras,universidade federal do rio grande do sul,perspectivização de enunciados cibernéticos pela gramática de casos,linguistica letras e artes,
1036797,3832279972927604,7403627665915634,doutorado,2012.0,2015,doutorado em enfermagem área de concentração filosofia saúde e sociedade,universidade federal de santa catarina,gerenciando o cuidado de enfermagem no processo de doação e transplante de órgãos e tecidos na perspectiva do pensamento lean,,
235496,2455979526507877,10005865,doutorado,,2005,geologia,universidade federal da bahia,modelagem metalogenética das mineralizações de pb zn hospedadas em carbonatos neoproterozóicos de irecê serra do ramalho e montalvânia,ciencias exatas e da terra,
1233725,7848940916744630,5752123675495665,mestrado,,1999,serviço social,universidade federal do rio de janeiro,os recicladores da miséria,ciencias humanas,
50816,208696518341737,8814452109099071,mestrado,2011.0,2014,direito,pontifícia universidade católica do rio grande do sul,a prova na tutela jurisdicional do meio ambiente os poderes instrutórios do juiz a dinamização do ônus da prova e a redução do módulo da prova,,
41752,1846519270888528,171618440950242,mestrado,2008.0,2010,geomática,universidade federal de santa maria,o uso do geoprocessamento no estudo ambiental da bacia hidrogáfica do rio faca são jorge d oeste pr,ciencias exatas e da terra,
1047071,3913689546568227,9646872750954617,mestrado,2015.0,2017,ciências da saúde,universidade federal do amapá,estudo morfofuncional em gestantes atendidas no pré natal em uma unidade saúde do estado do amapá,,
1267402,6188864471881525,6635702955548638,doutorado,1999.0,2004,geografia geografia física,universidade de são paulo,turismo sustentável realidade possível o caso do município de bertioga sp,ciencias humanas,
1346,4657477950633,8512965768430369,mestrado,2016.0,2018,exercício físico na promoção da saúde conceito capes,universidade norte do paraná,guia para avaliação da aptidão funcional em idosos,,
1147725,8076605314458753,4815125366880072,mestrado,2015.0,2017,odontologia,universidade paulista,avaliação clínica do tratamento do deslocamento anterior do disco articular da atm pela técnica de discopexia artroscópica com sutura em dois pontos,ciencias da saude,
488322,10382236,1851528381307059,mestrado,2008.0,2010,atividade física para terceira idade,universidade do porto,composição corporal tecido ósseo aptidão física e funcional em idosos diploma revalidado no brasil como mestrado em educação física,ciencias da saude,
1384573,9100012030618652,8546297795708775,mestrado,2014.0,2016,história,pontifícia universidade católica de são paulo,o parque ibirapuera e a construção da imagem de um país moderno,,
620954,1062266413640760,5353372420926395,mestrado,2014.0,2016,estudos culturais,universidade de são paulo,resquícios trágicos em antonio de beatriz bracher,linguistica letras e artes,
723496,1660942569443610,3383998229403423,mestrado,,1997,mestrado em farmácia,universidade federal de pernambuco,resposta agressiva de ratos hipoglicemicos ou tratados com d fenfluramina após privação de sono paradoxal,ciencias da saude,
1232001,5729878437772868,9147410396773410,mestrado,1986.0,1991,engenharia elétrica,universidade estadual de campinas,critérios para determinação de suprimentos de potência entre empresas concessionárias de energia elétrica,engenharias,
980062,3383385347035139,3450906147431993,doutorado,2006.0,2010,letras ciência da literatura,universidade federal do rio de janeiro,o lugar dos galos de briga aldir blanc e a década de 1970,,
784772,2045007192282761,3211051046234138,mestrado,2013.0,2015,engenharia civil e ambiental,universidade federal de campina grande,desenvolvimento de um índice geral de qualidade do serviço de abastecimento de água da cidade de campina grande pb,,
757386,1873338237971936,7426746475081610,doutorado,,2016,antropologia social,universidade de são paulo,dissensões do universal itinerários da imaginação nacional em angola,,
152986,644542740426095,2799393032636394,mestrado,2006.0,2007,teologia,pontifícia universidade católica do rio grande do sul,igreja comunhão ou povo de deus estudo comparativo entre as eclesiologias de antonio acerbi e josé comblin na perspactiva da sacramentalidade da igreja,ciencias humanas,teologia
1170554,7609813289169146,5052014852711876,doutorado,2012.0,2017,estudios medioambientales,universidad pablo de olavide,arreglos institucionales para la intensificación agroecológica una mirada al caso brasileño desde la agroecología política,ciencias humanas,
411233,10265883,4803003570542380,mestrado,1998.0,2001,film and tv production,chapman university,curta metragem five seasons,,
804731,2169148979339205,6623030963970086,mestrado,1983.0,1988,geografia,universidade federal de sergipe,mudança na utilização da terra e modernização da citricultura sergipana 1970 1985,ciencias humanas,
24689,4411441162862608,101552538156332,mestrado,2004.0,2006,ciências veterinárias,universidade federal rural do rio de janeiro,estudo da transmissão experimental de borrelia anserina sakharoff 1891 por argas persicargas miniatus koch 1844 e avaliação comparativa de parâmetros clínicos e hematológicos em gallus gallus linnaeus 1758,ciencias agrarias,
129209,4202156237073325,542428981653601,mestrado,1995.0,1997,planejamento do desenvolvimento,universidade federal do pará,state oil company suriname trajetória e gestão,,
619339,10579153,6993660092701624,doutorado,2003.0,2006,matemática,university of york,navier stokes equations and vector advection,ciencias exatas e da terra,
369927,10203835,4001544191185131,doutorado,2007.0,2012,direito,universidade católica portuguesa lisboa,do ministério público e da polícia prevenção criminal e ação penal como execução de uma política criminal do ser humano,,
530648,2087127246109861,10445222,mestrado,,2017,engenharia aeronâutica e mecânica,instituto tecnológico de aeronáutica,application of the hall effect for the assessement of thermal damage due to the grinding process of gears,engenharias,
870033,8587567074814594,2590473924116911,mestrado,2012.0,2014,engenharia elétrica,universidade de são paulo,security framework for mobile health data collection,,
642163,1183524198654764,8662843426238516,mestrado,2012.0,2014,ciências florestais,universidade federal do espírito santo,qualidade física e fisiológica de sementes e crescimento inicial de mudas enterolobium maximum ducke,ciencias agrarias,
603334,4994339816158390,10554591,mestrado,,2002,biologia celular e molecular,universidade federal do paraná,suplementação oral com óleo de peixe da gestação à fase adulta reduz a taxa de crescimento tumoral e a caquexia em ratos portadores de tumor de walker 256,ciencias biologicas,
598151,2248342061308865,10546702,mestrado,,2016,medicina veterinária,universidade federal de campina grande,micoplasmose mycoplasma agalactiae e artrite encefalite caprina em cabras leiteiras no cariri paraibano,,
298656,10098565,3521335005960738,mestrado,1975.0,1979,desenvolvimento urbano,universidade federal de pernambuco,análise de tipologias habitacionais em assentamentos sub normais,ciencias sociais aplicadas,arquitetura e urbanismo
1374779,9965126276828764,8236015150533390,doutorado,,2012,história assis,universidade estadual paulista júlio de mesquita filho,entre o público e o privado o museu histórico na berlinda londrina 1959 2000,ciencias humanas,
102922,425876257968500,9170775338336701,mestrado,2008.0,2010,psicologia,departamento de pós graduaçao psicologia ufmg,o sonho da injeção de irma a inauguração da psicanálise nas falhas do saber,ciencias humanas,
537919,7371412451335282,10456088,mestrado,,2010,turismo,universidade lusófona de humanidades e teconologia,os custos de desempenho ocultos no dia a dia de um restaurante,,
337011,10155164,8544312788455251,doutorado,2011.0,2018,electroquímica,universidade de gotemburgo,selectivity in the chlorate process hydrogen evolution and hypochlorite reduction on chromium oxide hydroxide,ciencias exatas e da terra,
215606,925776607072404,7079515535253986,mestrado,2004.0,2006,ciências fisiologia humana,universidade de são paulo,granisetron em baixas doses para profilaxia de náuseas e vômitos agudos induzidos por quimioterapia estudo piloto,ciencias da saude,
906687,9808125440949096,2849912357424086,mestrado,2014.0,2016,práticas em desenvolvimento sustentável,universidade federal rural do rio de janeiro,educação ambiental e a troca de saberes,ciencias humanas,
347436,1704285823923729,10170947,pos-doutorado,,2008,,universidade federal de são paulo,caracterização de um clone que expressa adesão agregativa derivado de uma amostra de escherichia coli uropatogênica,ciencias biologicas,
1363552,7925575002826365,8448002068197014,mestrado,2001.0,2003,epidemiologia em saúde pública,fundação oswaldo cruz,confiabilidade do diabetes mellitus referido como causa morte análise comparativa da mortalidade segundo método de causas múltiplas niterói rj 1993 e 2000,ciencias da saude,
407856,9799176554248899,10261002,mestrado,,2013,processos industriais de engenharia química,instituto de pesquisas tecnológicas do estado de são paulo,estudo de processo de sinterização para micro esferas de cocrmo na aplicação de peças ortopédicas,,
291376,10087707,2215938479345497,mestrado,1994.0,1997,ciências biológicas fisiologia,universidade federal de pernambuco,estudo eletrocardiográfico e da influência da temperatura sobre as frequências cardíaca e respiratória em timbus didelphis albiventris,,
208055,9736718309617379,893892917707798,mestrado,2013.0,2014,educação tecnológica,centro federal de educação tecnológica de minas gerais,aplicação da metodologia de projetos com abordagem cts na educação profissional técnica em química integrado de nível médio uma experiência na microbiologia,ciencias humanas,
